EE Provider ID	EE UID	Client ID	Client Age at Entry	Client Age at Exit	Client Gender	Client Primary Race	Client Ethnicity	Client Veteran Status	Entry Date	Exit Date	Destination	Reason for Leaving	length of stay
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	887168	133728	47.0	48.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-05-04	2017-06-02	Rental by client, no ongoing housing subsidy (HUD)	Left for housing opp. before completing program	29.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	887169	427360	58.0	58.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-05-08	2017-07-31	Rental by client, with other ongoing housing subsidy (HUD)	Completed program	84.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	887170	427284	51.0	52.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-05-08	2017-07-31	Rental by client, with other ongoing housing subsidy (HUD)	Completed program	84.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	887450	454737	44.0	44.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)	2017-05-09	2017-06-23	Psychiatric hospital or other psychiatric facility (HUD)	Criminal activity / violence	45.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	887454	353754	49.0	49.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-05-10	2017-07-04	Staying or living with family, temporary tenure (HUD)	Other	55.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	887455	171770	43.0	43.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)	2017-05-07	2017-06-08	Staying or living with family, temporary tenure (HUD)	Other	32.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	887456	454736	51.0	52.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-05-09	2017-12-27	No exit interview completed (HUD)	Unknown/Disappeared	232.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	887752	443138	31.0	31.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-05-11	2017-06-16	Staying or living with family, temporary tenure (HUD)	Other	36.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	887753	426301	50.0	50.0	Female	White (HUD)	Hispanic/Latino (HUD)	No (HUD)	2017-05-11	2017-06-08	Staying or living with family, temporary tenure (HUD)	Other	28.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	888114	294203	48.0	48.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-05-12	2017-05-25	Hospital or other residential non-psychiatric medical facility (HUD)	Other	13.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	888419	157427	51.0	51.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-05-15	2017-06-25	Rental by client, no ongoing housing subsidy (HUD)	Left for housing opp. before completing program	41.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	888420	347855	27.0	27.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-05-15	2017-05-30	Staying or living with family, temporary tenure (HUD)	Other	15.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	888422	185850	54.0	54.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-05-15	2017-05-16	Staying or living with family, temporary tenure (HUD)	Other	1.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	888423	201545	65.0	65.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)	2017-05-15	2017-05-30	Staying or living with family, temporary tenure (HUD)	Other	15.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	888424	455002	36.0	36.0	Male	White (HUD)	Hispanic/Latino (HUD)	No (HUD)	2017-05-15	2017-05-19	Substance abuse treatment facility or detox center (HUD)	Other	4.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	888429	281041	50.0	50.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-05-15	2017-05-30	Staying or living with family, temporary tenure (HUD)	Other	15.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	888431	157125	46.0	46.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-05-15	2017-06-25	Staying or living with family, permanent tenure (HUD)	Left for housing opp. before completing program	41.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	888456	394826	22.0	22.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2015-08-15	2016-02-24	Rental by client, no ongoing housing subsidy (HUD)	Completed program	193.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	888734	455112	32.0	32.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-05-16	2017-05-22	Staying or living with family, temporary tenure (HUD)	Other	6.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	888735	270571	31.0	31.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-05-16	2017-08-09	Staying or living with family, permanent tenure (HUD)	Completed program	85.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	888737	452931	49.0	50.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-05-16	2017-12-20	Transitional housing for homeless persons (including homeless youth) (HUD)	Completed program	218.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	888738	451491	47.0	47.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-05-16	2017-06-13	Staying or living with family, temporary tenure (HUD)	Other	28.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	888739	110903	59.0	59.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-05-16	2017-11-07	Staying or living with friends, temporary tenure (HUD)	Criminal activity / violence	175.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	888899	171340	58.0	58.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-05-15	2017-06-05	Place not meant for habitation (HUD)	Criminal activity / violence	21.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	888963	441891	57.0	57.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-03-17	2017-11-19	Rental by client, with RRH or equivalent subsidy (HUD)	Completed program	247.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	889065	455181	40.0	40.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-05-17	2017-05-21	Staying or living with family, temporary tenure (HUD)	Other	4.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	889066	447760	51.0	51.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-05-15	2017-05-30	Staying or living with family, temporary tenure (HUD)	Other	15.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	889176	189803	44.0	45.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-05-04	2017-06-30	Staying or living with family, temporary tenure (HUD)	Other	57.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	889178	409781	39.0	40.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-05-01	2017-09-12	No exit interview completed (HUD)	Unknown/Disappeared	134.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	889180	452667	37.0	37.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-05-10	2017-06-16	Staying or living with family, temporary tenure (HUD)	Other	37.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	889263	455254	65.0	66.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-05-18	2017-10-06	Rental by client, no ongoing housing subsidy (HUD)	Completed program	141.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	890377	436016	36.0	36.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)	2016-09-01	2016-09-25	Emergency shelter, incl. hotel/motel paid for w/ ES voucher, or RHY-funded Host Home shelter (HUD)	Left for housing opp. before completing program	24.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	890378	222747	44.0	44.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)	2016-08-24	2016-09-13	Permanent housing (other than RRH) for formerly homeless persons (HUD)	Left for housing opp. before completing program	20.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	891236	143273	52.0	52.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-05-19	2017-09-24	No exit interview completed (HUD)	Unknown/Disappeared	128.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	891237	168637	57.0	57.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-15	2017-10-21	Place not meant for habitation (HUD)	Non-compliance with program	128.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	891238	455775	60.0	60.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)	2017-05-22	2017-05-23	Staying or living with family, permanent tenure (HUD)	Left for housing opp. before completing program	1.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	891239	454481	22.0	22.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-05-22	2017-05-30	Staying or living with family, temporary tenure (HUD)	Other	8.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	891240	214111	65.0	65.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-05-23	2017-07-04	Staying or living with family, temporary tenure (HUD)	Other	42.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	891241	455776	53.0	53.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-05-23	2017-05-26	Staying or living with family, temporary tenure (HUD)	Other	3.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	891243	338653	49.0	49.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-05-23	2017-06-13	Staying or living with family, temporary tenure (HUD)	Other	21.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	891244	455774	21.0	21.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-05-22	2017-08-01	Staying or living with friends, temporary tenure (HUD)	Other	71.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	891245	430970	35.0	35.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-05-23	2017-06-08	Staying or living with family, temporary tenure (HUD)	Other	16.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	891246	368693	68.0	68.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-05-25	2017-08-02	Staying or living with family, temporary tenure (HUD)	Other	69.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	891251	450718	52.0	52.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-05-29	2017-07-12	Staying or living with family, temporary tenure (HUD)	Other	44.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	891640	322898	67.0	67.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-05-30	2017-06-05	Staying or living with friends, temporary tenure (HUD)	Other	6.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	891641	376327	57.0	57.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-05-30	2017-06-19	Staying or living with family, temporary tenure (HUD)	Other	20.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	891642	455876	34.0	34.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-05-30	2017-06-09	Staying or living with family, temporary tenure (HUD)	Other	10.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	891643	455776	53.0	53.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-20	2017-10-03	No exit interview completed (HUD)	Unknown/Disappeared	105.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	891644	169008	59.0	60.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-05-30	2017-06-02	Staying or living with family, temporary tenure (HUD)	Other	3.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	892253	208057	52.0	52.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-01	2017-06-05	Staying or living with family, temporary tenure (HUD)	Other	4.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	892751	453208	61.0	61.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)	2017-06-02	2017-06-08	Staying or living with family, permanent tenure (HUD)	Left for housing opp. before completing program	6.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	892752	186593	48.0	48.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)	2017-06-03	2017-06-03	Staying or living with family, temporary tenure (HUD)	Other	0.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	892753	347855	27.0	27.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-02	2017-06-14	Staying or living with family, temporary tenure (HUD)	Other	12.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	892754	169008	60.0	60.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-04	2017-06-30	Hospital or other residential non-psychiatric medical facility (HUD)	Other	26.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	893118	2054	64.0	64.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-05	2017-10-31	No exit interview completed (HUD)	Unknown/Disappeared	148.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	893418	224220	52.0	52.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)	2017-06-06	2017-06-08	Staying or living with family, temporary tenure (HUD)	Other	2.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	893704	194903	34.0	34.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-05	2017-06-09	Staying or living with family, temporary tenure (HUD)	Other	4.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	893944	456554	52.0	52.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-02	2017-07-17	Staying or living with family, temporary tenure (HUD)	Other	45.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	894310	160758	61.0	61.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-09	2017-06-19	Staying or living with family, temporary tenure (HUD)	Other	10.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	894311	444293	50.0	50.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)	2017-06-09	2017-07-20	Data not collected (HUD)	Other	41.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	894312	456628	52.0	52.0	Male	Data not collected (HUD)	Hispanic/Latino (HUD)	No (HUD)	2017-06-09	2017-07-17	Staying or living with family, temporary tenure (HUD)	Other	38.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	894313	109426	52.0	52.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-15	2017-09-01	Rental by client, no ongoing housing subsidy (HUD)	Left for housing opp. before completing program	78.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	894596	430970	35.0	36.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-12	2017-07-08	Staying or living with family, temporary tenure (HUD)	Other	26.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	894597	364437	35.0	35.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-12	2017-06-16	Staying or living with family, temporary tenure (HUD)	Other	4.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	895255	288078	38.0	38.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-13	2017-07-05	Staying or living with family, temporary tenure (HUD)	Other	22.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	895257	452930	55.0	56.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-13	2017-09-28	No exit interview completed (HUD)	Unknown/Disappeared	107.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	895259	194903	34.0	34.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-13	2017-10-21	No exit interview completed (HUD)	Non-compliance with program	130.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	895260	450721	45.0	45.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-09	2017-06-30	Staying or living with family, temporary tenure (HUD)	Other	21.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	895261	128052	46.0	46.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-20	2017-09-08	Staying or living with friends, permanent tenure (HUD)	Completed program	80.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	895854	204335	34.0	34.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-16	2017-07-18	Staying or living with family, temporary tenure (HUD)	Other	32.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	896143	186698	47.0	47.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-20	2017-07-15	Staying or living with family, temporary tenure (HUD)	Other	25.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	896144	183537	49.0	49.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-19	2017-06-28	Staying or living with family, temporary tenure (HUD)	Other	9.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	896145	322898	68.0	68.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-09-27	2017-10-16	Rental by client, no ongoing housing subsidy (HUD)	Completed program	19.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	896146	208057	52.0	52.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-19	2017-06-21	Staying or living with family, temporary tenure (HUD)	Other	2.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	896492	217775	28.0	28.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-13	2017-07-02	Staying or living with family, temporary tenure (HUD)	Other	19.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	896493	457200	77.0	77.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-14	2017-06-23	Hospital or other residential non-psychiatric medical facility (HUD)	Other	9.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	896497	435077	36.0	36.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-11	2017-06-24	Staying or living with family, temporary tenure (HUD)	Other	13.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	896498	449322	50.0	50.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-10	2017-07-04	Staying or living with family, temporary tenure (HUD)	Other	24.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	896767	160758	61.0	61.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-21	2017-06-26	Staying or living with family, temporary tenure (HUD)	Other	5.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	896768	457295	42.0	42.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-19	2017-06-30	Rental by client, no ongoing housing subsidy (HUD)	Left for housing opp. before completing program	11.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	897052	457390	33.0	33.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-22	2017-06-30	Staying or living with family, permanent tenure (HUD)	Left for housing opp. before completing program	8.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	897053	457391	40.0	41.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-19	2017-11-21	No exit interview completed (HUD)	Unknown/Disappeared	155.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	897055	457072	41.0	41.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-19	2017-06-30	Jail, prison or juvenile detention facility (HUD)	Other	11.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	897056	200622	56.0	57.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-19	2017-10-03	Staying or living with friends, permanent tenure (HUD)	Completed program	106.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	897152	457430	57.0	57.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-19	2017-06-30	Staying or living with family, permanent tenure (HUD)	Left for housing opp. before completing program	11.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	897386	82223	58.0	58.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)	2017-06-24	2017-06-27	Staying or living with family, temporary tenure (HUD)	Other	3.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	897388	196391	37.0	37.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-24	2017-06-26	Staying or living with family, temporary tenure (HUD)	Other	2.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	897389	455112	32.0	32.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-25	2017-07-26	Staying or living with family, temporary tenure (HUD)	Other	31.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	897637	399892	60.0	60.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-26	2017-07-17	Staying or living with family, temporary tenure (HUD)	Other	21.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	897639	190363	53.0	53.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)	2017-06-26	2017-12-14	Rental by client, with RRH or equivalent subsidy (HUD)	Completed program	171.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	897642	421698	42.0	43.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-26	2017-12-15	Rental by client, with RRH or equivalent subsidy (HUD)	Completed program	172.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	897792	457559	48.0	48.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-26	2017-06-27	Staying or living with family, temporary tenure (HUD)	Other	1.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	897798	178324	54.0	54.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-19	2017-06-30	Staying or living with family, temporary tenure (HUD)	Other	11.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	897889	167933	46.0	46.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-27	2017-07-04	Staying or living with family, temporary tenure (HUD)	Other	7.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	897890	457620	56.0	56.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-27	2017-06-28	Staying or living with family, temporary tenure (HUD)	Other	1.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	898268	224194	25.0	26.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-05-22	2017-06-30	Staying or living with family, temporary tenure (HUD)	Other	39.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	898283	208782	60.0	60.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)	2017-06-28	2017-09-03	Rental by client, with other ongoing housing subsidy (HUD)	Left for housing opp. before completing program	67.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	898758	10107	61.0	61.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-01	2017-07-24	Long-term care facility or nursing home (HUD)	Completed program	23.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	898759	450721	45.0	45.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-01	2017-08-10	Place not meant for habitation (HUD)	Non-compliance with program	40.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	898761	382672	57.0	57.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-02	2017-07-31	Staying or living with family, temporary tenure (HUD)	Other	29.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	898765	457200	78.0	78.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-30	2017-07-26	Staying or living with family, temporary tenure (HUD)	Other	26.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	898766	178324	54.0	54.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-07-01	2017-07-10	Staying or living with family, permanent tenure (HUD)	Left for housing opp. before completing program	9.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	898767	216784	57.0	57.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2017-06-28	2017-07-07	Staying or living with family, temporary tenure (HUD)	Other	9.0
